Район,Наслег,ОКТМО,Бассейн рек,Населенный пункт,Год,Месяц,День,в % от нормы,Unnamed: 9,"Кол-во ошибок ""#н/д""",0
Момский муниципальный район,Момский национальный наслег,98633423106,р.Алдан,Суон-Тит,2015,3,30,90-110,,,
Алданский муниципальный район,город Томмот,98603105001,р.Алдан,Томмот,2015,3,30,70-90,,,
Алданский муниципальный район,Угино,98603105001,р.Алдан,Угино,2015,3,30,70-90,,,
Олекминский муниципальный район,Жарханский национальный наслег,98641420101,р.Алдан,Токо,2015,3,30,90-110,,,
Алданский муниципальный район,Чюльбю,98603460101,р.Алдан,Чюльбю,2015,3,30,110-130,,,
Алданский муниципальный район,,98603460101,р.Алдан,Учур,2015,3,30,70-90,,,
Усть-Майский муниципальный район,село Усть-Миль,98654415101,р.Алдан,Усть-Миль,2015,3,30,70-90,,,
Усть-Майский муниципальный район,поселок Усть-Мая,98654151106,р.Алдан,Усть-Юдома,2015,3,30,110-130,,,
Усть-Майский муниципальный район,поселок Югоренок,98654166051,р.Алдан,Югаренок,2015,3,30,110-130,,,
Усть-Майский муниципальный район,поселок Усть-Мая,98654151051,р.Алдан,Усть-Мая,2015,3,30,90-110,,,
Томпонский муниципальный район,Охот-Перевозовский наслег,98650425101,р.Алдан,Охотский Перевоз,2015,3,30,90-110,,,
Томпонский муниципальный район,Теплоключевской наслег,98650433101,р.Алдан,Теплый Ключ,2015,3,30,90-110,,,
Томпонский муниципальный район,Баягантайский наслег,98650405101,р.Алдан,Крест-Хальджай,2015,3,30,90-110,,,
Томпонский муниципальный район,Томпо,98650435101,р.Алдан,Томпо,2015,3,30,>130,,,
Чурапчинский муниципальный район,Чурапчинский наслег,98658470101,р.Алдан,Чурапча,2015,3,30,70-90,,,
Усть-Алданский муниципальный район,,98652475101,р.Алдан,Верхоянский Перевоз,2015,3,30,>130,,,
Кобяйский муниципальный район,Кировский эвенский национальный наслег,98624414106,р.Алдан,Батамай,2015,3,30,110-130,,,
Кобяйский муниципальный район,Кировский эвенский национальный наслег,98624414101,р.Алдан,Сегян-Кюель,2015,3,30,>130,,,
Мирнинский муниципальный район,Лавинда,98631162051,р.Вилюй,Лавинда,2015,3,30,>130,,,
Мирнинский муниципальный район,Чона,98631162051,р.Вилюй,Чона,2015,3,30,>130,,,
Мирнинский муниципальный район,,98631162051,р.Вилюй,Туой-Хая,2015,3,30,90-110,,,
Мирнинский муниципальный район,поселок Чернышевский,98631162051,р.Вилюй,Чернышевский,2015,3,30,>130,,,
Оленекский эвенкийский национальный муниципальный район,Хабардино,98642437101,р.Вилюй,Хабардино,2015,3,30,110-130,,,
Мирнинский муниципальный район,поселок Айхал,98631152051,р.Вилюй,Айхал,2015,3,30,90-110,,,
Оленекский эвенкийский национальный муниципальный район,Шелагонцы,98642450101,р.Вилюй,Шелагонцы,2015,3,30,70-90,,,
Нюрбинский муниципальный район,Чумпурук,98626410101,р.Вилюй,Чумпурук,2015,3,30,110-130,,,
Сунтарский муниципальный район,Крестяхский наслег,98648430101,р.Вилюй,Крестях,2015,3,30,90-110,,,
Сунтарский муниципальный район,Сунтарский наслег,98648455101,р.Вилюй,Сунтар,2015,3,30,90-110,,,
Нюрбинский муниципальный район,город Нюрба,98626101001,р.Вилюй,Нюрба,2015,3,30,>130,,,
Верхневилюйский муниципальный район,Верхневилюйский наслег,98614412101,р.Вилюй,Верхневилюйск,2015,3,30,110-130,,,
Вилюйский муниципальный район,город Вилюйск,98618101001,р.Вилюй,Вилюйск,2015,3,30,110-130,,,
Оленекский эвенкийский национальный муниципальный район,Шологонский национальный наслег,98642450101,р.Вилюй,Эйк,2015,3,30,110-130,,,
Кобяйский муниципальный район,Арыктахский наслег,98624405111,р.Вилюй,Хатырык-Хомо,2015,3,30,110-130,,,
Оленекский эвенкийский национальный муниципальный район,Джалинда,98642437101,р.Анабар,Джалинда,2015,3,30,90-110,,,
Анабарский национальный (долгано-эвенкийский) муниципальный район,Саскылахский национальный (эвенкийский) наслег,98610411101,р.Анабар,Саскылах,2015,3,30,>70,,,
Оленекский эвенкийский национальный муниципальный район,Ярольин,98642437101,р.Оленек,Ярольин,2015,3,30,110-130,,,
Оленекский эвенкийский национальный муниципальный район,Оленекский национальный наслег,98642437101,р.Оленек,Оленек,2015,3,30,90-110,,,
Оленекский эвенкийский национальный муниципальный район,Сухана,98642437101,р.Оленек,Сухана,2015,3,30,110-130,,,
Булунский муниципальный район,,98612445106,р.Оленек,Тюмети,2015,3,30,90-110,,,
Булунский муниципальный район,Тюметинский национальный (эвенкийский) наслег,98612445101,р.Оленек,Таймылыр,2015,3,30,70-90,,,
Томпонский муниципальный район,,98650435101,р.Яна,Иэма,2015,3,30,70-90,,,
Верхоянский муниципальный район,,98616448101,р.Яна,Екючю,2015,3,30,90-110,,,
Верхоянский муниципальный район,поселок Батагай,98616151111,р.Яна,Усть-Чаркы,2015,3,30,70-90,,,
Верхоянский муниципальный район,город Верхоянск,98616103001,р.Яна,Верхоянск,2015,3,30,>70,,,
Верхоянский муниципальный район,поселок Батагай,98616151051,р.Яна,Батагай,2015,3,30,70-90,,,
Эвено-Бытантайский национальный муниципальный район,Тюгясирский наслег,98659420101,р.Яна,Батагай-Алыта,2015,3,30,70-90,,,
Усть-Янский муниципальный район,Юбилейная,98656405101,р.Яна,Юбилейная,2015,3,30,110-130,,,
Оймяконский муниципальный район,Борогонский 2-й наслег,98639410106,р.Индигирка,Агаякан,2015,3,30,90-110,,,
Оймяконский муниципальный район,Оймякон Полюс Холода,98639405101,р.Индигирка,Оймякон,2015,3,30,90-110,,,
Оймяконский муниципальный район,поселок Артык,98639153106,р.Индигирка,Делянкир,2015,3,30,>130,,,
Оймяконский муниципальный район,Юрты,98639432101,р.Индигирка,Юрты,2015,3,30,70-90,,,
Оймяконский муниципальный район,поселок Усть-Нера,98639151051,р.Индигирка,Усть-Нера,2015,3,30,110-130,,,
Момский муниципальный район,Момский национальный наслег,98633423101,р.Индигирка,Усть-Мома,2015,3,30,70-90,,,
Усть-Янский муниципальный район,поселок Депутатский,98656151051,р.Индигирка,Депутатский,2015,3,30,90-110,,,
Абыйский муниципальный район,поселок Белая Гора,98601151051,р.Индигирка,Белая Гора,2015,3,30,110-130,,,
Аллаиховский муниципальный район,поселок Чокурдах,98606151051,р.Индигирка,Чокурдах,2015,3,30,>130,,,
Верхнеколымский муниципальный район,поселок Зырянка,98615151051,р.Колыма,Зырянка,2015,3,30,110-130,,,
Среднеколымский муниципальный район,город Среднеколымск,98646101001,р.Колыма,Среднеколымск,2015,3,30,90-110,,,
Нижнеколымский муниципальный район,поселок Черский,98637151051,р.Колыма,Черский,2015,3,30,110-130,,,
Ленский муниципальный район,поселок Витим,98627153051,р.Лена,Витим,2013,3,30,90-110,,,
Ленский муниципальный район,город Ленск,98627101001,р.Лена,Ленск,2013,3,30,90-110,,,
Ленский муниципальный район,Комака,98627433101,р.Лена,Комака,2013,3,30,90-110,,,
Ленский муниципальный район,,98627420106,р.Лена,Дорожный,2013,3,30,70-90,,,
Ленский муниципальный район,Нюйский наслег,98627430101,р.Лена,Нюя,2013,3,30,90-110,,,
Олекминский муниципальный район,Мачинский наслег,98641440101,р.Лена,Мача,2013,3,30,90-110,,,
Олекминский муниципальный район,,98641434106,р.Лена,Килеер,2013,3,30,90-110,,,
Олекминский муниципальный район,город Олекминск,98641101001,р.Лена,Олекминск,2013,3,30,110-130,,,
Олекминский муниципальный район,Тянский национальный наслег,98641475101,р.Лена,Тяня,2013,3,30,90-110,,,
Горный муниципальный район,Мытахский наслег,98620440101,р.Лена,Джикимда,2013,3,30,110-130,,,
Олекминский муниципальный район,Саныяхтахский наслег,98641460101,р.Лена,Саныяхтат,2013,3,30,90-110,,,
Хангаласский муниципальный район,Иситский наслег,98644412101,р.Лена,Исить,2013,3,30,90-110,,,
Горный муниципальный район,Малтанинский наслег,98620433106,р.Лена,Тонгулах,2013,3,30,70-90,,,
Хангаласский муниципальный район,город Покровск,98644101001,р.Лена,Покровск,2013,3,30,90-110,,,
Городской округ Город Якутск,город Якутск,98701000001,р.Лена,Якутск,2013,3,30,90-110,,,
Намский муниципальный район,Ленский наслег,98635425101,р.Лена,Намцы,2013,3,30,90-110,,,
Горный муниципальный район,Бердигестяхский наслег,98620410101,р.Лена,Бердигестях,2013,3,30,70-90,,,
Кобяйский муниципальный район,поселок Сангар,98624151051,р.Лена,Сангары,2013,3,30,<70,,,
Жиганский национальный эвенкийский муниципальный район,Жиганский эвенкийский национальный наслег,98622410101,р.Лена,Жиганск,2013,3,30,<70,,,
Жиганский национальный эвенкийский муниципальный район,,98622405101,р.Лена,Бестяхская з/ф,2013,3,30,<70,,,
Жиганский национальный эвенкийский муниципальный район,Джарджан,98622410101,р.Лена,Джарджан,2013,3,30,<70,,,
Булунский муниципальный район,Булунский национальный (эвенкийский) наслег,98612412101,р.Лена,Кюсюр,2013,3,30,90-110,,,
Алданский муниципальный район,город Томмот,98603105111,р.Амга,Буяга,2013,3,30,90-110,,,
Амгинский муниципальный район,Амгино-Нахаринский наслег,98608429111,р.Амга,Тегюльтя,2013,3,30,>130,,,
Амгинский муниципальный район,Амгинский наслег,98608432101,р.Амга,Амга,2013,3,30,>130,,,
Алданский муниципальный район,Нагорный,98603105106,р.Алдан,Нагорный,2013,3,30,>130,,,
Нерюнгринский муниципальный район,поселок Чульман,98660165051,р.Алдан,Чульман,2013,3,30,>130,,,
Алданский муниципальный район,,98603101111,р.Алдан,Канку,2013,3,30,90-110,,,
Момский муниципальный район,Момский национальный наслег,98633423106,р.Алдан,Суон-Тит,2013,3,30,>130,,,
Алданский муниципальный район,город Томмот,98603105001,р.Алдан,Томмот,2013,3,30,>130,,,
Алданский муниципальный район,Угино,98603105001,р.Алдан,Угино,2013,3,30,90-110,,,
Олекминский муниципальный район,Жарханский национальный наслег,98641420101,р.Алдан,Токо,2013,3,30,70-90,,,
Алданский муниципальный район,Чюльбю,98603460101,р.Алдан,Чюльбю,2013,3,30,>130,,,
Алданский муниципальный район,,98603460101,р.Алдан,Учур,2013,3,30,>130,,,
Усть-Майский муниципальный район,село Усть-Миль,98654415101,р.Алдан,Усть-Миль,2013,3,30,90-110,,,
Усть-Майский муниципальный район,поселок Усть-Мая,98654151106,р.Алдан,Усть-Юдома,2013,3,30,90-110,,,
Усть-Майский муниципальный район,поселок Югоренок,98654166051,р.Алдан,Югаренок,2013,3,30,70-90,,,
Усть-Майский муниципальный район,поселок Усть-Мая,98654151051,р.Алдан,Усть-Мая,2013,3,30,70-90,,,
Томпонский муниципальный район,Охот-Перевозовский наслег,98650425101,р.Алдан,Охотский Перевоз,2013,3,30,70-90,,,
Томпонский муниципальный район,Теплоключевской наслег,98650433101,р.Алдан,Теплый Ключ,2013,3,30,<70,,,
Томпонский муниципальный район,Баягантайский наслег,98650405101,р.Алдан,Крест-Хальджай,2013,3,30,70-90,,,
Томпонский муниципальный район,Томпо,98650435101,р.Алдан,Томпо,2013,3,30,>130,,,
Чурапчинский муниципальный район,Чурапчинский наслег,98658470101,р.Алдан,Чурапча,2013,3,30,90-110,,,
Усть-Алданский муниципальный район,,98652475101,р.Алдан,Верхоянский Перевоз,2013,3,30,>130,,,
Кобяйский муниципальный район,Кировский эвенский национальный наслег,98624414106,р.Алдан,Батамай,2013,3,30,<70,,,
Кобяйский муниципальный район,Кировский эвенский национальный наслег,98624414101,р.Алдан,Сегян-Кюель,2013,3,30,<70,,,
Мирнинский муниципальный район,Лавинда,98631162051,р.Вилюй,Лавинда,2013,3,30,<70,,,
Мирнинский муниципальный район,Чона,98631162051,р.Вилюй,Чона,2013,3,30,70-90,,,
Мирнинский муниципальный район,,98631162051,р.Вилюй,Туой-Хая,2013,3,30,<70,,,
Мирнинский муниципальный район,поселок Чернышевский,98631162051,р.Вилюй,Чернышевский,2013,3,30,<70,,,
Оленекский эвенкийский национальный муниципальный район,Хабардино,98642437101,р.Вилюй,Хабардино,2013,3,30,70-90,,,
Мирнинский муниципальный район,поселок Айхал,98631152051,р.Вилюй,Айхал,2013,3,30,<70,,,
Оленекский эвенкийский национальный муниципальный район,Шелагонцы,98642450101,р.Вилюй,Шелагонцы,2013,3,30,<70,,,
Нюрбинский муниципальный район,Чумпурук,98626410101,р.Вилюй,Чумпурук,2013,3,30,<70,,,
Сунтарский муниципальный район,Крестяхский наслег,98648430101,р.Вилюй,Крестях,2013,3,30,70-90,,,
Сунтарский муниципальный район,Сунтарский наслег,98648455101,р.Вилюй,Сунтар,2013,3,30,90-110,,,
Нюрбинский муниципальный район,город Нюрба,98626101001,р.Вилюй,Нюрба,2013,3,30,70-90,,,
Верхневилюйский муниципальный район,Верхневилюйский наслег,98614412101,р.Вилюй,Верхневилюйск,2013,3,30,<70,,,
Вилюйский муниципальный район,город Вилюйск,98618101001,р.Вилюй,Вилюйск,2013,3,30,<70,,,
Оленекский эвенкийский национальный муниципальный район,Шологонский национальный наслег,98642450101,р.Вилюй,Эйк,2013,3,30,<70,,,
Кобяйский муниципальный район,Арыктахский наслег,98624405111,р.Вилюй,Хатырык-Хомо,2013,3,30,<70,,,
Оленекский эвенкийский национальный муниципальный район,Джалинда,98642437101,р.Анабар,Джалинда,2013,3,30,<70,,,
Анабарский национальный (долгано-эвенкийский) муниципальный район,Саскылахский национальный (эвенкийский) наслег,98610411101,р.Анабар,Саскылах,2013,3,30,<70,,,
Оленекский эвенкийский национальный муниципальный район,Ярольин,98642437101,р.Оленек,Ярольин,2013,3,30,<70,,,
Оленекский эвенкийский национальный муниципальный район,Оленекский национальный наслег,98642437101,р.Оленек,Оленек,2013,3,30,<70,,,
Оленекский эвенкийский национальный муниципальный район,Сухана,98642437101,р.Оленек,Сухана,2013,3,30,<70,,,
Булунский муниципальный район,,98612445106,р.Оленек,Тюмети,2013,3,30,90-110,,,
Булунский муниципальный район,Тюметинский национальный (эвенкийский) наслег,98612445101,р.Оленек,Таймылыр,2013,3,30,90-110,,,
Томпонский муниципальный район,,98650435101,р.Яна,Иэма,2013,3,30,110-130,,,
Верхоянский муниципальный район,,98616448101,р.Яна,Екючю,2013,3,30,<70,,,
Верхоянский муниципальный район,поселок Батагай,98616151111,р.Яна,Усть-Чаркы,2013,3,30,110-130,,,
Верхоянский муниципальный район,город Верхоянск,98616103001,р.Яна,Верхоянск,2013,3,30,<70,,,
Верхоянский муниципальный район,поселок Батагай,98616151051,р.Яна,Батагай,2013,3,30,90-110,,,
Эвено-Бытантайский национальный муниципальный район,Тюгясирский наслег,98659420101,р.Яна,Батагай-Алыта,2013,3,30,<70,,,
Усть-Янский муниципальный район,Юбилейная,98656405101,р.Яна,Юбилейная,2013,3,30,>130,,,
Оймяконский муниципальный район,Борогонский 2-й наслег,98639410106,р.Индигирка,Агаякан,2013,3,30,70-90,,,
Оймяконский муниципальный район,Оймякон Полюс Холода,98639405101,р.Индигирка,Оймякон,2013,3,30,110-130,,,
Оймяконский муниципальный район,поселок Артык,98639153106,р.Индигирка,Делянкир,2013,3,30,>130,,,
Оймяконский муниципальный район,Юрты,98639432101,р.Индигирка,Юрты,2013,3,30,90-110,,,
Оймяконский муниципальный район,поселок Усть-Нера,98639151051,р.Индигирка,Усть-Нера,2013,3,30,90-110,,,
Момский муниципальный район,Момский национальный наслег,98633423101,р.Индигирка,Усть-Мома,2013,3,30,90-110,,,
Усть-Янский муниципальный район,поселок Депутатский,98656151051,р.Индигирка,Депутатский,2013,3,30,<70,,,
Абыйский муниципальный район,поселок Белая Гора,98601151051,р.Индигирка,Белая Гора,2013,3,30,<70,,,
Аллаиховский муниципальный район,поселок Чокурдах,98606151051,р.Индигирка,Чокурдах,2013,3,30,-,,,
Верхнеколымский муниципальный район,поселок Зырянка,98615151051,р.Колыма,Зырянка,2013,3,30,110-130,,,
Среднеколымский муниципальный район,город Среднеколымск,98646101001,р.Колыма,Среднеколымск,2013,3,30,70-90,,,
Нижнеколымский муниципальный район,поселок Черский,98637151051,р.Колыма,Черский,2013,3,30,-,,,
Ленский муниципальный район,поселок Витим,98627153051,р.Лена,Витим,2012,3,30,>130,,,
Ленский муниципальный район,город Ленск,98627101001,р.Лена,Ленск,2012,3,30,>130,,,
Ленский муниципальный район,Комака,98627433101,р.Лена,Комака,2012,3,30,110-130,,,
Ленский муниципальный район,,98627420106,р.Лена,Дорожный,2012,3,30,>130,,,
Ленский муниципальный район,Нюйский наслег,98627430101,р.Лена,Нюя,2012,3,30,>130,,,
Олекминский муниципальный район,Мачинский наслег,98641440101,р.Лена,Мача,2012,3,30,110-130,,,
Олекминский муниципальный район,,98641434106,р.Лена,Килеер,2012,3,30,110-130,,,
Олекминский муниципальный район,город Олекминск,98641101001,р.Лена,Олекминск,2012,3,30,110-130,,,
Олекминский муниципальный район,Тянский национальный наслег,98641475101,р.Лена,Тяня,2012,3,30,110-130,,,
Горный муниципальный район,Мытахский наслег,98620440101,р.Лена,Джикимда,2012,3,30,90-110,,,
Олекминский муниципальный район,Саныяхтахский наслег,98641460101,р.Лена,Саныяхтат,2012,3,30,110-130,,,
Хангаласский муниципальный район,Иситский наслег,98644412101,р.Лена,Исить,2012,3,30,110-130,,,
Горный муниципальный район,Малтанинский наслег,98620433106,р.Лена,Тонгулах,2012,3,30,110-130,,,
Хангаласский муниципальный район,город Покровск,98644101001,р.Лена,Покровск,2012,3,30,90-110,,,
Городской округ Город Якутск,город Якутск,98701000001,р.Лена,Якутск,2012,3,30,110-130,,,
Намский муниципальный район,Ленский наслег,98635425101,р.Лена,Намцы,2012,3,30,110-130,,,
Горный муниципальный район,Бердигестяхский наслег,98620410101,р.Лена,Бердигестях,2012,3,30,110-130,,,
Кобяйский муниципальный район,поселок Сангар,98624151051,р.Лена,Сангары,2012,3,30,>130,,,
Жиганский национальный эвенкийский муниципальный район,Жиганский эвенкийский национальный наслег,98622410101,р.Лена,Жиганск,2012,3,30,>130,,,
Жиганский национальный эвенкийский муниципальный район,,98622405101,р.Лена,Бестяхская з/ф,2012,3,30,>130,,,
Жиганский национальный эвенкийский муниципальный район,Джарджан,98622410101,р.Лена,Джарджан,2012,3,30,>130,,,
Булунский муниципальный район,Булунский национальный (эвенкийский) наслег,98612412101,р.Лена,Кюсюр,2012,3,30,>130,,,
Алданский муниципальный район,город Томмот,98603105111,р.Амга,Буяга,2012,3,30,<70,,,
Амгинский муниципальный район,Амгино-Нахаринский наслег,98608429111,р.Амга,Тегюльтя,2012,3,30,110-130,,,
Амгинский муниципальный район,Амгинский наслег,98608432101,р.Амга,Амга,2012,3,30,90-110,,,
Алданский муниципальный район,Нагорный,98603105106,р.Алдан,Нагорный,2012,3,30,<70,,,
Нерюнгринский муниципальный район,поселок Чульман,98660165051,р.Алдан,Чульман,2012,3,30,<70,,,
Алданский муниципальный район,,98603101111,р.Алдан,Канку,2012,3,30,>130,,,
Момский муниципальный район,Момский национальный наслег,98633423106,р.Алдан,Суон-Тит,2012,3,30,90-110,,,
Алданский муниципальный район,город Томмот,98603105001,р.Алдан,Томмот,2012,3,30,>130,,,
Алданский муниципальный район,Угино,98603105001,р.Алдан,Угино,2012,3,30,70-90,,,
Олекминский муниципальный район,Жарханский национальный наслег,98641420101,р.Алдан,Токо,2012,3,30,70-90,,,
Алданский муниципальный район,Чюльбю,98603460101,р.Алдан,Чюльбю,2012,3,30,70-90,,,
Алданский муниципальный район,,98603460101,р.Алдан,Учур,2012,3,30,70-90,,,
Усть-Майский муниципальный район,село Усть-Миль,98654415101,р.Алдан,Усть-Миль,2012,3,30,70-90,,,
Усть-Майский муниципальный район,поселок Усть-Мая,98654151106,р.Алдан,Усть-Юдома,2012,3,30,70-90,,,
Усть-Майский муниципальный район,поселок Югоренок,98654166051,р.Алдан,Югаренок,2012,3,30,110-130,,,
Усть-Майский муниципальный район,поселок Усть-Мая,98654151051,р.Алдан,Усть-Мая,2012,3,30,70-90,,,
Томпонский муниципальный район,Охот-Перевозовский наслег,98650425101,р.Алдан,Охотский Перевоз,2012,3,30,110-130,,,
Томпонский муниципальный район,Теплоключевской наслег,98650433101,р.Алдан,Теплый Ключ,2012,3,30,70-90,,,
Томпонский муниципальный район,Баягантайский наслег,98650405101,р.Алдан,Крест-Хальджай,2012,3,30,>130,,,
Томпонский муниципальный район,Томпо,98650435101,р.Алдан,Томпо,2012,3,30,90-110,,,
Чурапчинский муниципальный район,Чурапчинский наслег,98658470101,р.Алдан,Чурапча,2012,3,30,90-110,,,
Усть-Алданский муниципальный район,,98652475101,р.Алдан,Верхоянский Перевоз,2012,3,30,>130,,,
Кобяйский муниципальный район,Кировский эвенский национальный наслег,98624414106,р.Алдан,Батамай,2012,3,30,110-130,,,
Кобяйский муниципальный район,Кировский эвенский национальный наслег,98624414101,р.Алдан,Сегян-Кюель,2012,3,30,110-130,,,
Мирнинский муниципальный район,Лавинда,98631162051,р.Вилюй,Лавинда,2012,3,30,70-90,,,
Мирнинский муниципальный район,Чона,98631162051,р.Вилюй,Чона,2012,3,30,70-90,,,
Мирнинский муниципальный район,,98631162051,р.Вилюй,Туой-Хая,2012,3,30,70-90,,,
Мирнинский муниципальный район,поселок Чернышевский,98631162051,р.Вилюй,Чернышевский,2012,3,30,70-90,,,
Оленекский эвенкийский национальный муниципальный район,Хабардино,98642437101,р.Вилюй,Хабардино,2012,3,30,70-90,,,
Мирнинский муниципальный район,поселок Айхал,98631152051,р.Вилюй,Айхал,2012,3,30,70-90,,,
Оленекский эвенкийский национальный муниципальный район,Шелагонцы,98642450101,р.Вилюй,Шелагонцы,2012,3,30,90-110,,,
Нюрбинский муниципальный район,Чумпурук,98626410101,р.Вилюй,Чумпурук,2012,3,30,90-110,,,
Сунтарский муниципальный район,Крестяхский наслег,98648430101,р.Вилюй,Крестях,2012,3,30,90-110,,,
Сунтарский муниципальный район,Сунтарский наслег,98648455101,р.Вилюй,Сунтар,2012,3,30,>130,,,
Нюрбинский муниципальный район,город Нюрба,98626101001,р.Вилюй,Нюрба,2012,3,30,110-130,,,
Верхневилюйский муниципальный район,Верхневилюйский наслег,98614412101,р.Вилюй,Верхневилюйск,2012,3,30,90-110,,,
Вилюйский муниципальный район,город Вилюйск,98618101001,р.Вилюй,Вилюйск,2012,3,30,110-130,,,
Оленекский эвенкийский национальный муниципальный район,Шологонский национальный наслег,98642450101,р.Вилюй,Эйк,2012,3,30,90-110,,,
Кобяйский муниципальный район,Арыктахский наслег,98624405111,р.Вилюй,Хатырык-Хомо,2012,3,30,110-130,,,
Оленекский эвенкийский национальный муниципальный район,Джалинда,98642437101,р.Анабар,Джалинда,2012,3,30,70-90,,,
Анабарский национальный (долгано-эвенкийский) муниципальный район,Саскылахский национальный (эвенкийский) наслег,98610411101,р.Анабар,Саскылах,2012,3,30,110-130,,,
Оленекский эвенкийский национальный муниципальный район,Ярольин,98642437101,р.Оленек,Ярольин,2012,3,30,110-130,,,
Оленекский эвенкийский национальный муниципальный район,Оленекский национальный наслег,98642437101,р.Оленек,Оленек,2012,3,30,70-90,,,
Оленекский эвенкийский национальный муниципальный район,Сухана,98642437101,р.Оленек,Сухана,2012,3,30,>130,,,
Булунский муниципальный район,,98612445106,р.Оленек,Тюмети,2012,3,30,>130,,,
Булунский муниципальный район,Тюметинский национальный (эвенкийский) наслег,98612445101,р.Оленек,Таймылыр,2012,3,30,-,,,
Томпонский муниципальный район,,98650435101,р.Яна,Иэма,2012,3,30,>130,,,
Верхоянский муниципальный район,,98616448101,р.Яна,Екючю,2012,3,30,90-110,,,
Верхоянский муниципальный район,поселок Батагай,98616151111,р.Яна,Усть-Чаркы,2012,3,30,70-90,,,
Верхоянский муниципальный район,город Верхоянск,98616103001,р.Яна,Верхоянск,2012,3,30,90-110,,,
Верхоянский муниципальный район,поселок Батагай,98616151051,р.Яна,Батагай,2012,3,30,110-130,,,
Эвено-Бытантайский национальный муниципальный район,Тюгясирский наслег,98659420101,р.Яна,Батагай-Алыта,2012,3,30,110-130,,,
Усть-Янский муниципальный район,Юбилейная,98656405101,р.Яна,Юбилейная,2012,3,30,>130,,,
Оймяконский муниципальный район,Борогонский 2-й наслег,98639410106,р.Индигирка,Агаякан,2012,3,30,70-90,,,
Оймяконский муниципальный район,Оймякон Полюс Холода,98639405101,р.Индигирка,Оймякон,2012,3,30,90-110,,,
Оймяконский муниципальный район,поселок Артык,98639153106,р.Индигирка,Делянкир,2012,3,30,70-90,,,
Оймяконский муниципальный район,Юрты,98639432101,р.Индигирка,Юрты,2012,3,30,70-90,,,
Оймяконский муниципальный район,поселок Усть-Нера,98639151051,р.Индигирка,Усть-Нера,2012,3,30,110-130,,,
Момский муниципальный район,Момский национальный наслег,98633423101,р.Индигирка,Усть-Мома,2012,3,30,<70,,,
Усть-Янский муниципальный район,поселок Депутатский,98656151051,р.Индигирка,Депутатский,2012,3,30,90-110,,,
Абыйский муниципальный район,поселок Белая Гора,98601151051,р.Индигирка,Белая Гора,2012,3,30,<70,,,
Аллаиховский муниципальный район,поселок Чокурдах,98606151051,р.Индигирка,Чокурдах,2012,3,30,90-110,,,
Верхнеколымский муниципальный район,поселок Зырянка,98615151051,р.Колыма,Зырянка,2012,3,30,70-90,,,
Среднеколымский муниципальный район,город Среднеколымск,98646101001,р.Колыма,Среднеколымск,2012,3,30,70-90,,,
Нижнеколымский муниципальный район,поселок Черский,98637151051,р.Колыма,Черский,2012,3,30,70-90,,,
Ленский муниципальный район,поселок Витим,98627153051,р.Лена,Витим,2011,3,30,90-110,,,
Ленский муниципальный район,город Ленск,98627101001,р.Лена,Ленск,2011,3,30,90-110,,,
Ленский муниципальный район,Комака,98627433101,р.Лена,Комака,2011,3,30,70-90,,,
Ленский муниципальный район,,98627420106,р.Лена,Дорожный,2011,3,30,70-90,,,
Ленский муниципальный район,Нюйский наслег,98627430101,р.Лена,Нюя,2011,3,30,90-110,,,
Олекминский муниципальный район,Мачинский наслег,98641440101,р.Лена,Мача,2011,3,30,90-110,,,
Олекминский муниципальный район,,98641434106,р.Лена,Килеер,2011,3,30,70-90,,,
Олекминский муниципальный район,город Олекминск,98641101001,р.Лена,Олекминск,2011,3,30,70-90,,,
Олекминский муниципальный район,Тянский национальный наслег,98641475101,р.Лена,Тяня,2011,3,30,70-90,,,
Горный муниципальный район,Мытахский наслег,98620440101,р.Лена,Джикимда,2011,3,30,70-90,,,
Олекминский муниципальный район,Саныяхтахский наслег,98641460101,р.Лена,Саныяхтат,2011,3,30,70-90,,,
Хангаласский муниципальный район,Иситский наслег,98644412101,р.Лена,Исить,2011,3,30,70-90,,,
Горный муниципальный район,Малтанинский наслег,98620433106,р.Лена,Тонгулах,2011,3,30,70-90,,,
Хангаласский муниципальный район,город Покровск,98644101001,р.Лена,Покровск,2011,3,30,90-110,,,
Городской округ Город Якутск,город Якутск,98701000001,р.Лена,Якутск,2011,3,30,90-110,,,
Намский муниципальный район,Ленский наслег,98635425101,р.Лена,Намцы,2011,3,30,>130,,,
Горный муниципальный район,Бердигестяхский наслег,98620410101,р.Лена,Бердигестях,2011,3,30,70-90,,,
Кобяйский муниципальный район,поселок Сангар,98624151051,р.Лена,Сангары,2011,3,30,>130,,,
Жиганский национальный эвенкийский муниципальный район,Жиганский эвенкийский национальный наслег,98622410101,р.Лена,Жиганск,2011,3,30,>130,,,
Жиганский национальный эвенкийский муниципальный район,,98622405101,р.Лена,Бестяхская з/ф,2011,3,30,110-130,,,
Жиганский национальный эвенкийский муниципальный район,Джарджан,98622410101,р.Лена,Джарджан,2011,3,30,>130,,,
Булунский муниципальный район,Булунский национальный (эвенкийский) наслег,98612412101,р.Лена,Кюсюр,2011,3,30,>130,,,
Алданский муниципальный район,город Томмот,98603105111,р.Амга,Буяга,2011,3,30,70-90,,,
Амгинский муниципальный район,Амгино-Нахаринский наслег,98608429111,р.Амга,Тегюльтя,2011,3,30,70-90,,,
