oktmo,region,municipality,settlement,type,Геоточка,latitude_dms,longitude_dms,latitude_dd,longitude_dd
98639427101,Республика Саха (Якутия),Оймяконский,Орто-Балаган,с,"[63.1627777777778,144.018055555556]",63.09.46,144.01.05,63.1627777777778,144.018055555556
98639432101,Республика Саха (Якутия),Оймяконский,Терют,с,"[64.2472222222222,142.079166666667]",64.14.50,142.04.45,64.2472222222222,142.079166666667
98639410101,Республика Саха (Якутия),Оймяконский,Томтор,с,"[63.2636111111111,143.210277777778]",63.15.49,143.12.37,63.2636111111111,143.210277777778
98639151051,Республика Саха (Якутия),Оймяконский,Усть-Нера,пгт,"[64.5708333333333,143.239722222222]",64.34.15,143.14.23,64.5708333333333,143.239722222222
98639405111,Республика Саха (Якутия),Оймяконский,Хара-Тумул,с,"[63.4755555555556,142.730555555556]",63.28.32,142.43.50,63.4755555555556,142.730555555556
98639445101,Республика Саха (Якутия),Оймяконский,Ючюгей,с,"[63.3025,142.167777777778]",63.18.09,142.10.04,63.3025,142.167777777778
98641405101,Республика Саха (Якутия),Олёкминский,Абага,с,"[60.3233333333333,120.018333333333]",60.19.24,120.01.06,60.3233333333333,120.018333333333
98641405106,Республика Саха (Якутия),Олёкминский,Абага Центральная,с,"[60.3094444444444,119.986388888889]",60.18.34,119.59.11,60.3094444444444,119.986388888889
98641101106,Республика Саха (Якутия),Олёкминский,Авиапорт,с,"[60.3963888888889,120.466111111111]",60.23.47,120.27.58,60.3963888888889,120.466111111111
98641460106,Республика Саха (Якутия),Олёкминский,Алексеевка,с,"[60.4333333333333,124.270277777778]",60.25.60,124.16.13,60.4333333333333,124.270277777778
98641485106,Республика Саха (Якутия),Олёкминский,Балаганнах,с,"[60.6505555555556,121.177222222222]",60.39.02,121.10.38,60.6505555555556,121.177222222222
98641450106,Республика Саха (Якутия),Олёкминский,Бердинка,с,"[60.2794444444444,119.946388888889]",60.16.46,119.56.47,60.2794444444444,119.946388888889
98641445106,Республика Саха (Якутия),Олёкминский,Бирюк,с,"[60.2602777777778,119.646666666667]",60.15.37,119.38.48,60.2602777777778,119.646666666667
98641490101,Республика Саха (Якутия),Олёкминский,Бясь-Кюель,с,"[59.4741666666667,119.302777777778]",59.28.27,119.18.10,59.4741666666667,119.302777777778
98641410101,Республика Саха (Якутия),Олёкминский,Дабан,с,"[60.1222222222222,119.205555555556]",60.07.20,119.12.20,60.1222222222222,119.205555555556
98641430106,Республика Саха (Якутия),Олёкминский,Даппарай,с,"[60.1877777777778,119.936944444444]",60.11.16,119.56.13,60.1877777777778,119.936944444444
98641415101,Республика Саха (Якутия),Олёкминский,Дельгей,с,"[59.9061111111111,118.602777777778]",59.54.22,118.36.10,59.9061111111111,118.602777777778
98641425106,Республика Саха (Якутия),Олёкминский,Дикимдя,с,"[59.0355555555556,121.765277777778]",59.02.08,121.45.55,59.0355555555556,121.765277777778
98641420106,Республика Саха (Якутия),Олёкминский,Жархан,с,"[59.9872222222222,119.7925]",59.59.14,119.47.33,59.9872222222222,119.7925
98641493101,Республика Саха (Якутия),Олёкминский,Заречный,с,"[60.345,120.440833333333]",60.20.42,120.26.27,60.345,120.440833333333
98641101111,Республика Саха (Якутия),Олёкминский,Затон Лорпа,с,"[60.3869444444444,120.339444444444]",60.23.13,120.20.22,60.3869444444444,120.339444444444
98641415106,Республика Саха (Якутия),Олёкминский,Иннях,с,"[59.7925,118.460277777778]",59.47.33,118.27.37,59.7925,118.460277777778
98641434106,Республика Саха (Якутия),Олёкминский,Килиер,с,"[61.0213888888889,119.104444444444]",61.01.17,119.06.16,61.0213888888889,119.104444444444
98641410106,Республика Саха (Якутия),Олёкминский,Кочегарово,с,"[59.9380555555556,118.895]",59.56.17,118.53.42,59.9380555555556,118.895
98641445111,Республика Саха (Якутия),Олёкминский,Куду-Бясь,с,"[60.2294444444444,119.6425]",60.13.46,119.38.33,60.2294444444444,119.6425
98641425101,Республика Саха (Якутия),Олёкминский,Куду-Кюель,с,"[59.4391666666667,121.310277777778]",59.26.21,121.18.37,59.4391666666667,121.310277777778
98641435106,Республика Саха (Якутия),Олёкминский,Куранда,с,"[60.4055555555556,120.231944444444]",60.24.20,120.13.55,60.4055555555556,120.231944444444
98641434101,Республика Саха (Якутия),Олёкминский,Кяччи,с,"[60.3505555555556,120.084722222222]",60.21.02,120.05.05,60.3505555555556,120.084722222222
98641460111,Республика Саха (Якутия),Олёкминский,Малыкан,с,"[60.6847222222222,124.7325]",60.41.05,124.43.57,60.6847222222222,124.7325
98641460116,Республика Саха (Якутия),Олёкминский,Марха,с,"[60.6,123.289166666667]",60.36.00,123.17.21,60.6,123.289166666667
98641440101,Республика Саха (Якутия),Олёкминский,Мача,с,"[59.9044444444444,117.588055555556]",59.54.16,117.35.17,59.9044444444444,117.588055555556
98641485111,Республика Саха (Якутия),Олёкминский,Мекимдя,с,"[60.7980555555556,120.97]",60.47.53,120.58.12,60.7980555555556,120.97
98641445101,Республика Саха (Якутия),Олёкминский,Нерюктяйинск 1-й,с,"[60.2591666666667,119.669444444444]",60.15.33,119.40.10,60.2591666666667,119.669444444444
98641450101,Республика Саха (Якутия),Олёкминский,Нерюктяйинск 2-й,с,"[60.2588888888889,119.889444444444]",60.15.32,119.53.22,60.2588888888889,119.889444444444
98641101116,Республика Саха (Якутия),Олёкминский,Нефтебаза,с,"[60.3772222222222,120.601388888889]",60.22.38,120.36.05,60.3772222222222,120.601388888889
98641101001,Республика Саха (Якутия),Олёкминский,Олекминск,г,"[60.3752777777778,120.428888888889]",60.22.31,120.25.44,60.3752777777778,120.428888888889
98641453101,Республика Саха (Якутия),Олёкминский,Олекминское,с,"[60.3855555555556,120.181666666667]",60.23.08,120.10.54,60.3855555555556,120.181666666667
98641434111,Республика Саха (Якутия),Олёкминский,Олом,с,"[60.7363888888889,119.47]",60.44.11,119.28.12,60.7363888888889,119.47
98641460101,Республика Саха (Якутия),Олёкминский,Саныяхтах,с,"[60.5861111111111,124.069444444444]",60.35.10,124.04.10,60.5861111111111,124.069444444444
98641101121,Республика Саха (Якутия),Олёкминский,Селиваново,с,"[60.3822222222222,120.523888888889]",60.22.56,120.31.26,60.3822222222222,120.523888888889
98641465101,Республика Саха (Якутия),Олёкминский,Солянка,с,"[60.4738888888889,120.725277777778]",60.28.26,120.43.31,60.4738888888889,120.725277777778
98641445116,Республика Саха (Якутия),Олёкминский,Таас-Анна,с,"[60.2591666666667,119.723611111111]",60.15.33,119.43.25,60.2591666666667,119.723611111111
98641487106,Республика Саха (Якутия),Олёкминский,Тинная,с,"[60.3561111111111,116.971111111111]",60.21.22,116.58.16,60.3561111111111,116.971111111111
98641420101,Республика Саха (Якутия),Олёкминский,Токко,с,"[59.9802777777778,119.833888888889]",59.58.49,119.50.02,59.9802777777778,119.833888888889
98641475056,Республика Саха (Якутия),Олёкминский,Торго,п,"[58.4563888888889,119.528888888889]",58.27.23,119.31.44,58.4563888888889,119.528888888889
98641470101,Республика Саха (Якутия),Олёкминский,Троицк,с,"[60.3513888888889,120.671666666667]",60.21.05,120.40.18,60.3513888888889,120.671666666667
98641434116,Республика Саха (Якутия),Олёкминский,Тэгэн,с,"[61.0230555555556,119.285]",61.01.23,119.17.06,61.0230555555556,119.285
98641435111,Республика Саха (Якутия),Олёкминский,Тюбя,с,"[60.4586111111111,120.348611111111]",60.27.31,120.20.55,60.4586111111111,120.348611111111
98641475101,Республика Саха (Якутия),Олёкминский,Тяня,с,"[59.0555555555556,119.795277777778]",59.03.20,119.47.43,59.0555555555556,119.795277777778
98641477101,Республика Саха (Якутия),Олёкминский,Улахан-Мунгку,с,"[60.4191666666667,120.175555555556]",60.25.09,120.10.32,60.4191666666667,120.175555555556
98641420111,Республика Саха (Якутия),Олёкминский,Уолбут,с,"[59.9683333333333,119.899722222222]",59.58.06,119.53.59,59.9683333333333,119.899722222222
98641480101,Республика Саха (Якутия),Олёкминский,Урицкое,с,"[60.5597222222222,122.390277777778]",60.33.35,122.23.25,60.5597222222222,122.390277777778
98641465106,Республика Саха (Якутия),Олёкминский,Харыялах,с,"[60.6711111111111,120.793333333333]",60.40.16,120.47.36,60.6711111111111,120.793333333333
98641480106,Республика Саха (Якутия),Олёкминский,Хатынг-Тумул,с,"[60.5872222222222,122.898333333333]",60.35.14,122.53.54,60.5872222222222,122.898333333333
98641450111,Республика Саха (Якутия),Олёкминский,Холго,с,"[60.2983333333333,119.98]",60.17.54,119.58.48,60.2983333333333,119.98
98641485101,Республика Саха (Якутия),Олёкминский,Хоринцы,с,"[60.6652777777778,121.442777777778]",60.39.55,121.26.34,60.6652777777778,121.442777777778
98641487101,Республика Саха (Якутия),Олёкминский,Чапаево,с,"[60.1283333333333,117.121111111111]",60.07.42,117.07.16,60.1283333333333,117.121111111111
98641410111,Республика Саха (Якутия),Олёкминский,Черендей,с,"[60.2166666666667,119.348055555556]",60.13.00,119.20.53,60.2166666666667,119.348055555556
98641435101,Республика Саха (Якутия),Олёкминский,Юнкюр,с,"[60.3986111111111,120.300833333333]",60.23.55,120.18.03,60.3986111111111,120.300833333333
98642411,Республика Саха (Якутия),Оленёкский национальный эвенкийский,Жилинда,с,"[70.1394444444445,113.988055555556]",70.08.22,113.59.17,70.1394444444445,113.988055555556
98642437,Республика Саха (Якутия),Оленёкский национальный эвенкийский,Оленек,с,"[68.5025,112.447222222222]",68.30.09,112.26.50,68.5025,112.447222222222
98642424101,Республика Саха (Якутия),Оленёкский национальный эвенкийский,Харыялах,с,"[68.4977777777778,112.410555555556]",68.29.52,112.24.38,68.4977777777778,112.410555555556
98642450,Республика Саха (Якутия),Оленёкский национальный эвенкийский,Эйик,с,"[66.035,117.403055555556]",66.02.06,117.24.11,66.035,117.403055555556
98646420101,Республика Саха (Якутия),Среднеколымский,Алеко-Кюель,с,"[68.6780555555556,151.876666666667]",68.40.41,151.52.36,68.6780555555556,151.876666666667
98646405101,Республика Саха (Якутия),Среднеколымский,Аргахтах,с,"[68.4427777777778,153.376111111111]",68.26.34,153.22.34,68.4427777777778,153.376111111111
98646415101,Республика Саха (Якутия),Среднеколымский,Березовка,с,"[67.1319444444444,156.583055555556]",67.07.55,156.34.59,67.1319444444444,156.583055555556
98646101106,Республика Саха (Якутия),Среднеколымский,Лобуя,с,"[67.4877777777778,154.031944444444]",67.29.16,154.01.55,67.4877777777778,154.031944444444
98646410101,Республика Саха (Якутия),Среднеколымский,Налимск,с,"[67.5841666666667,153.645]",67.35.03,153.38.42,67.5841666666667,153.645
98646442101,Республика Саха (Якутия),Среднеколымский,Ойусардах,с,"[68.2769444444444,154.708611111111]",68.16.37,154.42.31,68.2769444444444,154.708611111111
98646442106,Республика Саха (Якутия),Среднеколымский,Роман,с,"[68.4852777777778,155.126388888889]",68.29.07,155.07.35,68.4852777777778,155.126388888889
98646436101,Республика Саха (Якутия),Среднеколымский,Сватай,с,"[68.0586111111111,151.802222222222]",68.03.31,151.48.08,68.0586111111111,151.802222222222
98646420106,Республика Саха (Якутия),Среднеколымский,Соянги,с,"[68.8702777777778,150.304722222222]",68.52.13,150.18.17,68.8702777777778,150.304722222222
98646101001,Республика Саха (Якутия),Среднеколымский,Среднеколымск,г,"[67.4591666666667,153.711388888889]",67.27.33,153.42.41,67.4591666666667,153.711388888889
98646436106,Республика Саха (Якутия),Среднеколымский,Суччино,с,"[68.2461111111111,152.382777777778]",68.14.46,152.22.58,68.2461111111111,152.382777777778
98646435101,Республика Саха (Якутия),Среднеколымский,Сылгы-Ытар,с,"[67.8513888888889,154.8175]",67.51.05,154.49.03,67.8513888888889,154.8175
98646415106,Республика Саха (Якутия),Среднеколымский,Уродан,с,"[66.655,152.499722222222]",66.39.18,152.29.59,66.655,152.499722222222
98646448101,Республика Саха (Якутия),Среднеколымский,Хатынгнах,с,"[67.4930555555556,152.603611111111]",67.29.35,152.36.13,67.4930555555556,152.603611111111
98646422101,Республика Саха (Якутия),Среднеколымский,Эбях,с,"[68.3944444444444,150.75]",68.23.40,150.44.60,68.3944444444444,150.75
98648465101,Республика Саха (Якутия),Сунтарский,Агдары,с,"[61.9983333333333,117.4775]",61.59.54,117.28.39,61.9983333333333,117.4775
98648404101,Республика Саха (Якутия),Сунтарский,Аллага,с,"[62.2286111111111,117.05]",62.13.43,117.03.00,62.2286111111111,117.05
98648420101,Республика Саха (Якутия),Сунтарский,Арылах,с,"[62.3719444444444,116.640833333333]",62.22.19,116.38.27,62.3719444444444,116.640833333333
98648475106,Республика Саха (Якутия),Сунтарский,Бордон 3-й,с,"[62.6391666666667,117.37]",62.38.21,117.22.12,62.6391666666667,117.37
98648470111,Республика Саха (Якутия),Сунтарский,Бясь-Шея,с,"[62.8327777777778,117.535555555556]",62.49.58,117.32.08,62.8327777777778,117.535555555556
98648422101,Республика Саха (Якутия),Сунтарский,Илимнир,с,"[62.0255555555556,117.423055555556]",62.01.32,117.25.23,62.0255555555556,117.423055555556
98648425101,Республика Саха (Якутия),Сунтарский,Кемпендяй,с,"[62.0311111111111,118.639722222222]",62.01.52,118.38.23,62.0311111111111,118.639722222222
98648470106,Республика Саха (Якутия),Сунтарский,Комсомол,с,"[62.9027777777778,117.619722222222]",62.54.10,117.37.11,62.9027777777778,117.619722222222
98648430101,Республика Саха (Якутия),Сунтарский,Крестях,с,"[62.2516666666667,116.171111111111]",62.15.06,116.10.16,62.2516666666667,116.171111111111
98648435101,Республика Саха (Якутия),Сунтарский,Куокуну,с,"[62.0930555555556,116.2225]",62.05.35,116.13.21,62.0930555555556,116.2225
98648440101,Республика Саха (Якутия),Сунтарский,Кутана,с,"[62.7147222222222,117.571944444444]",62.42.53,117.34.19,62.7147222222222,117.571944444444
98648443101,Республика Саха (Якутия),Сунтарский,Кюкей,с,"[62.7677777777778,117.7225]",62.46.04,117.43.21,62.7677777777778,117.7225
98648445101,Республика Саха (Якутия),Сунтарский,Кюндяе,с,"[62.3455555555556,117.701666666667]",62.20.44,117.42.06,62.3455555555556,117.701666666667
98648450101,Республика Саха (Якутия),Сунтарский,Мар-Кюель,с,"[62.3969444444444,117.011111111111]",62.23.49,117.00.40,62.3969444444444,117.011111111111
98648462106,Республика Саха (Якутия),Сунтарский,Миляке,с,"[63.0625,116.412777777778]",63.03.45,116.24.46,63.0625,116.412777777778
98648452101,Республика Саха (Якутия),Сунтарский,Нахара,с,"[62.4655555555556,115.719444444444]",62.27.56,115.43.10,62.4655555555556,115.719444444444
98648463106,Республика Саха (Якутия),Сунтарский,Нерюктяй,с,"[62.8013888888889,117.424722222222]",62.48.05,117.25.29,62.8013888888889,117.424722222222
98648415106,Республика Саха (Якутия),Сунтарский,Оюсут,с,"[62.8183333333333,115.211388888889]",62.49.06,115.12.41,62.8183333333333,115.211388888889
98648410101,Республика Саха (Якутия),Сунтарский,Сарданга,с,"[61.9286111111111,117.165]",61.55.43,117.09.54,61.9286111111111,117.165
98648455101,Республика Саха (Якутия),Сунтарский,Сунтар,с,"[62.16,117.643888888889]",62.09.36,117.38.38,62.16,117.643888888889
98648457101,Республика Саха (Якутия),Сунтарский,Тенкя,с,"[61.9983333333333,116.561666666667]",61.59.54,116.33.42,61.9983333333333,116.561666666667
98648460101,Республика Саха (Якутия),Сунтарский,Тойбохой,с,"[62.1858333333333,116.75]",62.11.09,116.45.00,62.1858333333333,116.75
98648459101,Республика Саха (Якутия),Сунтарский,Толон,с,"[62.0105555555556,117.483333333333]",62.00.38,117.29.00,62.0105555555556,117.483333333333
98648440106,Республика Саха (Якутия),Сунтарский,Тумул,с,"[62.7230555555556,117.749444444444]",62.43.23,117.44.58,62.7230555555556,117.749444444444
98648461101,Республика Саха (Якутия),Сунтарский,Туойдах,с,"[62.0197222222222,117.720277777778]",62.01.11,117.43.13,62.0197222222222,117.720277777778
98648463101,Республика Саха (Якутия),Сунтарский,Тюбяй,с,"[62.8811111111111,117.473055555556]",62.52.52,117.28.23,62.8811111111111,117.473055555556
98648480101,Республика Саха (Якутия),Сунтарский,Устье,с,"[62.165,117.733055555556]",62.09.54,117.43.59,62.165,117.733055555556
98648405101,Республика Саха (Якутия),Сунтарский,Усун-Кюель,с,"[62.2858333333333,116.864166666667]",62.17.09,116.51.51,62.2858333333333,116.864166666667
98648445111,Республика Саха (Якутия),Сунтарский,Харыялах,с,"[62.4255555555556,117.854444444444]",62.25.32,117.51.16,62.4255555555556,117.854444444444
98648415101,Республика Саха (Якутия),Сунтарский,Хордогой,с,"[62.6063888888889,115.678333333333]",62.36.23,115.40.42,62.6063888888889,115.678333333333
98648466101,Республика Саха (Якутия),Сунтарский,Хоро,с,"[62.5533333333333,117.807222222222]",62.33.12,117.48.26,62.5533333333333,117.807222222222
98648425106,Республика Саха (Якутия),Сунтарский,Чайыгда,с,"[62.2561111111111,119.743888888889]",62.15.22,119.44.38,62.2561111111111,119.743888888889
98648470101,Республика Саха (Якутия),Сунтарский,Шея,с,"[62.8588888888889,117.549444444444]",62.51.32,117.32.58,62.8588888888889,117.549444444444
98648462111,Республика Саха (Якутия),Сунтарский,Ыгыатта,с,"[62.9738888888889,117.487222222222]",62.58.26,117.29.14,62.9738888888889,117.487222222222
98648465111,Республика Саха (Якутия),Сунтарский,Эйикяр,с,"[61.8841666666667,117.501944444444]",61.53.03,117.30.07,61.8841666666667,117.501944444444
98648475101,Республика Саха (Якутия),Сунтарский,Эльгяй,с,"[62.4855555555556,117.510833333333]",62.29.08,117.30.39,62.4855555555556,117.510833333333
98648445106,Республика Саха (Якутия),Сунтарский,Эльгян,с,"[62.4016666666667,117.540833333333]",62.24.06,117.32.27,62.4016666666667,117.540833333333
98604420101,Республика Саха (Якутия),Таттинский,Боробул,с,"[62.2797222222222,133.494166666667]",62.16.47,133.29.39,62.2797222222222,133.494166666667
98604405101,Республика Саха (Якутия),Таттинский,Булун,с,"[63.0166666666667,133.470833333333]",63.01.00,133.28.15,63.0166666666667,133.470833333333
98604418101,Республика Саха (Якутия),Таттинский,Дайа-Амгата,с,"[61.9091666666667,133.611388888889]",61.54.33,133.36.41,61.9091666666667,133.611388888889
98604420106,Республика Саха (Якутия),Таттинский,Даккы,с,"[62.4755555555556,133.631666666667]",62.28.32,133.37.54,62.4755555555556,133.631666666667
98604430101,Республика Саха (Якутия),Таттинский,Дебдирге,с,"[62.4108333333333,132.874722222222]",62.24.39,132.52.29,62.4108333333333,132.874722222222
98604450101,Республика Саха (Якутия),Таттинский,Кыйы,с,"[62.1161111111111,133.025833333333]",62.06.58,133.01.33,62.1161111111111,133.025833333333
98604415101,Республика Саха (Якутия),Таттинский,Томтор,с,"[62.6552777777778,132.927777777778]",62.39.19,132.55.40,62.6552777777778,132.927777777778
98604425101,Республика Саха (Якутия),Таттинский,Туора-Кюель,с,"[62.3319444444444,132.942777777778]",62.19.55,132.56.34,62.3319444444444,132.942777777778
98604455101,Республика Саха (Якутия),Таттинский,Уолба,с,"[62.6325,133.593611111111]",62.37.57,133.35.37,62.6325,133.593611111111
98604465101,Республика Саха (Якутия),Таттинский,Хара-Алдан,с,"[63.2608333333333,133.225277777778]",63.15.39,133.13.31,63.2608333333333,133.225277777778
98604440101,Республика Саха (Якутия),Таттинский,Харбалах,с,"[62.1975,134.249722222222]",62.11.51,134.14.59,62.1975,134.249722222222
98604435101,Республика Саха (Якутия),Таттинский,Черкех,с,"[62.1847222222222,133.224444444444]",62.11.05,133.13.28,62.1847222222222,133.224444444444
98604460101,Республика Саха (Якутия),Таттинский,Чымнайи,с,"[62.2466666666667,134.538055555556]",62.14.48,134.32.17,62.2466666666667,134.538055555556
98604410101,Республика Саха (Якутия),Таттинский,Чычымах,с,"[62.1222222222222,134.345]",62.07.20,134.20.42,62.1222222222222,134.345
98604445101,Республика Саха (Якутия),Таттинский,Ытык-Кюель,с,"[62.3602777777778,133.543611111111]",62.21.37,133.32.37,62.3602777777778,133.543611111111
98650405106,Республика Саха (Якутия),Томпонский,Ары-Толон,с,"[62.8519444444444,134.292777777778]",62.51.07,134.17.34,62.8519444444444,134.292777777778
98650433106,Республика Саха (Якутия),Томпонский,Аэропорт,с,"[62.7861111111111,136.846944444444]",62.47.10,136.50.49,62.7861111111111,136.846944444444
98650152051,Республика Саха (Якутия),Томпонский,Джебарики-Хая,п,"[62.2169444444444,135.859444444444]",62.13.01,135.51.34,62.2169444444444,135.859444444444
98650430101,Республика Саха (Якутия),Томпонский,Кескил,с,"[62.6516666666667,135.007777777778]",62.39.06,135.00.28,62.6516666666667,135.007777777778
98650405101,Республика Саха (Якутия),Томпонский,Крест-Хальджай,с,"[62.8133333333333,134.512222222222]",62.48.48,134.30.44,62.8133333333333,134.512222222222
98650415101,Республика Саха (Якутия),Томпонский,Мегино-Алдан,с,"[62.6994444444444,134.613611111111]",62.41.58,134.36.49,62.6994444444444,134.613611111111
98650440101,Республика Саха (Якутия),Томпонский,Новый,с,"[62.5883333333333,135.527222222222]",62.35.18,135.31.38,62.5883333333333,135.527222222222
98650425101,Республика Саха (Якутия),Томпонский,Охотский-Перевоз,с,"[61.8775,135.527777777778]",61.52.39,135.31.40,61.8775,135.527777777778
98650433111,Республика Саха (Якутия),Томпонский,Развилка,с,"[63.0463888888889,138.157777777778]",63.02.47,138.09.28,63.0463888888889,138.157777777778
98650440106,Республика Саха (Якутия),Томпонский,Сайды,с,"[62.6016666666667,135.468888888889]",62.36.06,135.28.08,62.6016666666667,135.468888888889
98650433101,Республика Саха (Якутия),Томпонский,Теплый Ключ,с,"[62.7816666666667,136.809444444444]",62.46.54,136.48.34,62.7816666666667,136.809444444444
98650435101,Республика Саха (Якутия),Томпонский,Тополиное,с,"[64.0733333333333,135.963055555556]",64.04.24,135.57.47,64.0733333333333,135.963055555556
98650405111,Республика Саха (Якутия),Томпонский,Ударник,с,"[62.9302777777778,134.463611111111]",62.55.49,134.27.49,62.9302777777778,134.463611111111
98650151051,Республика Саха (Якутия),Томпонский,Хандыга,п,"[62.6533333333333,135.559166666667]",62.39.12,135.33.33,62.6533333333333,135.559166666667
98652455106,Республика Саха (Якутия),Усть-Алданский,Арылах,с,"[62.45,130.94]",62.27.00,130.56.24,62.45,130.94
98652415106,Республика Саха (Якутия),Усть-Алданский,Ары-Тит,с,"[62.5102777777778,130.045833333333]",62.30.37,130.02.45,62.5102777777778,130.045833333333
98652435106,Республика Саха (Якутия),Усть-Алданский,Балаганнах,с,"[62.3930555555556,131.838333333333]",62.23.35,131.50.18,62.3930555555556,131.838333333333
98652450101,Республика Саха (Якутия),Усть-Алданский,Балыктах,с,"[63.0833333333333,130.4125]",63.05.00,130.24.45,63.0833333333333,130.4125
98652455101,Республика Саха (Якутия),Усть-Алданский,Бейдинга,с,"[62.3961111111111,130.861388888889]",62.23.46,130.51.41,62.3961111111111,130.861388888889
98652445101,Республика Саха (Якутия),Усть-Алданский,Борогонцы,с,"[62.6713888888889,131.173333333333]",62.40.17,131.10.24,62.6713888888889,131.173333333333
98652430106,Республика Саха (Якутия),Усть-Алданский,Бяди,с,"[63.1277777777778,130.719444444444]",63.07.40,130.43.10,63.1277777777778,130.719444444444
98652425101,Республика Саха (Якутия),Усть-Алданский,Бярийе,с,"[62.8877777777778,131.913611111111]",62.53.16,131.54.49,62.8877777777778,131.913611111111
98652440106,Республика Саха (Якутия),Усть-Алданский,Далы,с,"[62.7366666666667,130.485833333333]",62.44.12,130.29.09,62.7366666666667,130.485833333333
98652465101,Республика Саха (Якутия),Усть-Алданский,Дыгдал,с,"[63.3044444444444,130.379166666667]",63.18.16,130.22.45,63.3044444444444,130.379166666667
98652430101,Республика Саха (Якутия),Усть-Алданский,Дюпся,с,"[63.0227777777778,130.725833333333]",63.01.22,130.43.33,63.0227777777778,130.725833333333
98652440101,Республика Саха (Якутия),Усть-Алданский,Кептени,с,"[62.7947222222222,130.752777777778]",62.47.41,130.45.10,62.7947222222222,130.752777777778
98652475101,Республика Саха (Якутия),Усть-Алданский,Кылайы,с,"[63.2283333333333,132.12]",63.13.42,132.07.12,63.2283333333333,132.12
98652480101,Республика Саха (Якутия),Усть-Алданский,Маягас,с,"[62.6263888888889,131.148333333333]",62.37.35,131.08.54,62.6263888888889,131.148333333333
98652445106,Республика Саха (Якутия),Усть-Алданский,Мындаба,с,"[62.6558333333333,131.180833333333]",62.39.21,131.10.51,62.6558333333333,131.180833333333
98652470101,Республика Саха (Якутия),Усть-Алданский,Огородтах,с,"[62.4530555555556,130.141388888889]",62.27.11,130.08.29,62.4530555555556,130.141388888889
98652435111,Республика Саха (Якутия),Усть-Алданский,Окоемовка,с,"[62.4675,131.341111111111]",62.28.03,131.20.28,62.4675,131.341111111111
98652470106,Республика Саха (Якутия),Усть-Алданский,Сасылыкан,с,"[62.4761111111111,130.646944444444]",62.28.34,130.38.49,62.4761111111111,130.646944444444
98652430111,Республика Саха (Якутия),Усть-Алданский,Стойка,с,"[62.9797222222222,130.848611111111]",62.58.47,130.50.55,62.9797222222222,130.848611111111
98652420101,Республика Саха (Якутия),Усть-Алданский,Сырдах,с,"[62.5594444444444,130.889166666667]",62.33.34,130.53.21,62.5594444444444,130.889166666667
98652410101,Республика Саха (Якутия),Усть-Алданский,Танда,с,"[62.6469444444444,131.993333333333]",62.38.49,131.59.36,62.6469444444444,131.993333333333
98652472101,Республика Саха (Якутия),Усть-Алданский,Тит-Ары,с,"[62.7544444444444,131.960277777778]",62.45.16,131.57.37,62.7544444444444,131.960277777778
98652445111,Республика Саха (Якутия),Усть-Алданский,Томтор,с,"[62.6975,131.0975]",62.41.51,131.05.51,62.6975,131.0975
98652473101,Республика Саха (Якутия),Усть-Алданский,Тулуна,с,"[62.8080555555556,131.075833333333]",62.48.29,131.04.33,62.8080555555556,131.075833333333
98652435101,Республика Саха (Якутия),Усть-Алданский,Ус-Кюель,с,"[62.4347222222222,131.597777777778]",62.26.05,131.35.52,62.4347222222222,131.597777777778
98652467101,Республика Саха (Якутия),Усть-Алданский,Усун-Кюель,с,"[62.87,130.83]",62.52.12,130.49.48,62.87,130.83
98652405101,Республика Саха (Якутия),Усть-Алданский,Хомустах,с,"[62.8761111111111,130.323611111111]",62.52.34,130.19.25,62.8761111111111,130.323611111111
98652470111,Республика Саха (Якутия),Усть-Алданский,Хоногор,с,"[62.47,130.11]",62.28.12,130.06.36,62.47,130.11
98652490101,Республика Саха (Якутия),Усть-Алданский,Чаранг,с,"[62.64,131.2]",62.38.24,131.12.00,62.64,131.2
98652485101,Республика Саха (Якутия),Усть-Алданский,Чериктей,с,"[63.2327777777778,130.989444444444]",63.13.58,130.59.22,63.2327777777778,130.989444444444
98652420106,Республика Саха (Якутия),Усть-Алданский,Чиряпчи,с,"[62.5041666666667,131.0525]",62.30.15,131.03.09,62.5041666666667,131.0525
98652415111,Республика Саха (Якутия),Усть-Алданский,Элясин,с,"[62.6225,130.537222222222]",62.37.21,130.32.14,62.6225,130.537222222222
98652460101,Республика Саха (Якутия),Усть-Алданский,Эселях,с,"[62.9102777777778,131.0475]",62.54.37,131.02.51,62.9102777777778,131.0475
98654164106,Республика Саха (Якутия),Усть-Майский,8-й км,с,"[60.7269444444444,135.076944444444]",60.43.37,135.04.37,60.7269444444444,135.076944444444
98654701,Республика Саха (Якутия),Усть-Майский,Аллах-Юнь,п,"[61.1341666666667,138.044444444444]",61.08.03,138.02.40,61.1341666666667,138.044444444444
98654405000,Республика Саха (Якутия),Усть-Майский,Белькачи,с,"[59.1844444444444,131.891111111111]",59.11.04,131.53.28,59.1844444444444,131.891111111111
98654156051,Республика Саха (Якутия),Усть-Майский,Звездочка,п,"[60.4872222222222,137.65]",60.29.14,137.39.00,60.4872222222222,137.65
98654410101,Республика Саха (Якутия),Усть-Майский,Кюпцы,с,"[60.8633333333333,135.325555555556]",60.51.48,135.19.32,60.8633333333333,135.325555555556
